"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"159","T30P5831CH00","95.T3030.A0D00FZ","T05TM83317-162BTK802","0","57.60 ","0.30 ",58.83,9,"0.3030 ","0.2722 ","0.2784 ","0.2476 "
"160","T40P5830VF03","95.T4012.Z0B002Z","T05TM83521-052CQGR01","1","39.00 ","8.50 ",102.17,14,"0.3280 ","0.3093 ","0.2995 ","0.2721 "
"161","T30P58315Q01","95.T3030.A0D10AZ","NULL","2","71.00 ","0.32 ",63.5,16,"0.3201 ","0.3178 ","NULL","NULL"
"162","T30P5831MS00","95.T3030.A0D00FZ","T05TM83317-162BTK802","0","57.60 ","0.30 ",55.83,17,"0.3062 ","0.2787 ","0.2794 ","0.2515 "
"163","T40P5831DU00","95.T4012.Z0B002Z","T05TM83522-053CQGR02","0","42.50 ","10.70 ",51,15,"0.3295 ","0.3193 ","0.3037 ","0.2829 "
"164","T30P58315000","95.T3030.A0D10AZ","T05TM83302-162CZHH02","0","71.20 ","0.31 ",74.33,22,"0.3228 ","0.3218 ","0.2984 ","0.2897 "
"165","T40P58318V00","95.T4012.Z0B001Z","T05TM83G06-053CAJ402","0","35.00 ","8.70 ",66.67,11,"0.3317 ","0.3139 ","0.3097 ","0.2839 "
"166","T70P58315C00","95.T7020.Z0C11CZ","T05TM83714-016D6GX01","0","9.30 ","11.20 ",131.33,35,"0.2952 ","0.2636 ","NULL","NULL"
"167","380P58339T00","95.S3806.W0A0C8Z","T05TM83615-0W2C7H302","0","28.50 ","0.00 ",37.33,32,"0.2936 ","0.2893 ","0.2860 ","0.2588 "
"168","380P58437500","95.S3806.W0A0C8Z","T05TM84610-0W4C7JC04","0","32.10 ","0.00 ",38,25,"0.2971 ","0.3030 ","0.2834 ","0.2615 "
"169","380P58445L00","95.S3806.W0A0C8Z","T05TM84617-0W1C7JC02","0","26.30 ","0.00 ",39.83,21,"0.2919 ","0.2830 ","0.2870 ","0.2560 "
"170","T40P58416T00","95.T4014.W0B102Z","T05TM84003-023BJFU01","0","8.75 ","0.00 ",77.67,6,"0.2860 ","0.2694 ","0.2895 ","0.2645 "
"171","T70P5841LY00","95.T7020.Z0C11BZ","T05TM84719-051D6GX01","0","10.80 ","54.00 ",133,42,"0.2959 ","0.2561 ","0.2895 ","0.2596 "
"172","T30P58414E00","95.T3030.Z0D006Z","T05TM84325-163BVIK01","1","14.00 ","40.00 ",75.5,34,"0.2782 ","0.2696 ","NULL","NULL"
"173","380P5843G300","95.S3806.W0A0C8Z","T05TM84609-0W3C7H302","0","33.00 ","0.00 ",33.33,14,"0.2925 ","0.2916 ","0.2905 ","0.2696 "
"174","S04P5851MH00","95.S3004.W0A100Z","T05TM85128-0W3C7JC01","0","15.85 ","0.00 ",22.83,3,"0.3023 ","0.2645 ","0.2965 ","0.2736 "
"175","C40P58500500","95.T4014.Z0B118Z","T05TM85501-133AYH601","0","21.80 ","20.00 ",94.17,33,"0.2988 ","0.2373 ","0.2900 ","0.2567 "
"176","S06P58528203","95.S3806.W0A0D6Z","T05TM85X06-0W2C7LG02","1","22.90 ","0.00 ",46,11,"0.2953 ","0.2996 ","0.2874 ","0.2663 "
"177","T30P58502H00","95.T3030.Z0D119Z","T05TM85312-163DAHI01","0","13.60 ","140.00 ",85.33,27,"0.2835 ","0.2772 ","0.2705 ","0.2435 "
"178","C40P58506G00","95.T4014.W0B1B2Z","T05TM85503-144CQGN01","0","12.14 ","0.00 ",82.5,13,"0.3063 ","0.2930 ","0.2900 ","0.2697 "
"179","S04P5851YS00","95.S3004.W0A100Z","T05TM85X01-0W3C7JC04","0","15.65 ","0.00 ",29,18,"0.2956 ","0.2549 ","0.2955 ","0.2701 "
"180","T30P5851TU00","95.T3030.A0D10CZ","T05TM86301-161BRLW01","0","20.25 ","5.80 ",86.33,27,"0.3290 ","0.4190 ","0.2797 ","0.2629 "
"181","C40P58601B00","95.T4014.Z0B118Z","T05TM85535-132AYGX01","0","18.37 ","27.50 ",111,10,"0.2830 ","0.2142 ","NULL","NULL"
"182","T30P5860UC00","95.T3030.Z0D01RZ","T05TM86326-162CZGX01","2","14.80 ","110.00 ",50.83,4,"0.2883 ","0.2787 ","0.2786 ","0.2483 "
"183","380P58604K01","95.S3806.W0A0B0Z","T05TM86608-0W3BECZ01","0","32.10 ","0.00 ",46.67,22,"0.2979 ","0.2988 ","0.2870 ","0.2632 "
"184","C40P5860BW00","95.T4014.W0B1B4Z","T05TM86109-132CAB801","0","15.45 ","0.00 ",73.67,49,"0.2834 ","0.2187 ","0.2840 ","0.2586 "
"185","T30P58629T00","95.T3030.Z0D11EZ","T05TM86331-162BRLW01","0","12.45 ","69.00 ",49.67,8,"0.2786 ","0.2557 ","0.2731 ","0.2373 "
"186","T70P5851MJ00","95.T7020.Z0C11CZ","T05TM85721-015D6GX01","0","10.65 ","14.55 ",127.33,10,"0.2974 ","0.2668 ","0.2882 ","0.2597 "
"187","T70P58601500","95.T7020.Z0C11CZ","T05TM85727-015D6GX01","0","10.80 ","14.00 ",120.83,25,"0.3001 ","0.2700 ","0.2936 ","0.2676 "
"188","C40P58603Z02","95.T4014.A0B10AZ","T05TM86117-133CXC501","1","76.30 ","0.36 ",84.33,50,"0.2945 ","0.2308 ","0.2909 ","0.2811 "
"189","S05P58604N00","95.S3805.W0A001Z","T05TM86007-0W4C7JC01","0","17.00 ","0.00 ",27.5,11,"0.3041 ","0.2860 ","0.2898 ","0.2648 "
"190","T40P58618W00","95.T4014.Z0B011Z","T05TM86502-123CQGR02","0","31.00 ","50.00 ",66.5,14,"0.2985 ","0.2826 ","0.2835 ","0.2580 "
"191","T30P5861Y900","95.T3030.W0D005Z","T05TM86334-163CZHH01","0","10.35 ","0.00 ",73.5,5,"0.2892 ","0.2765 ","NULL","NULL"
"192","T40P5861CA00","95.T4014.W0B102Z","T05TM86124-023BJFU01","0","8.50 ","0.00 ",105.17,18,"0.2833 ","0.2634 ","0.2863 ","0.2587 "
"193","C40P58101N00","95.T4014.W0B1B2Z","T05TM7C548-144CQI301","0","12.50 ","0.00 ",88.5,12,"0.3080 ","0.2944 ","0.2889 ","0.2666 "
"194","T70P5810SY00","95.T7020.Z0C11BZ","T05TM81703-052D6GX02","0","14.70 ","31.20 ",110.5,28,"0.3210 ","0.2948 ","0.3185 ","0.3028 "
"195","380P5814VP00","95.S3806.W0A0B4Z","T05TM81607-0W3BEDA01","0","34.60 ","0.00 ",45.67,16,"0.3044 ","0.3107 ","0.2907 ","0.2701 "
"196","S06P58101S00","95.S3806.W0A1AVZ","T05TM81602-043BEAD01","0","14.85 ","0.00 ",25.5,13,"0.3000 ","0.2729 ","NULL","NULL"
"197","T30P5820WV00","95.T3030.Z0D119Z","T05TM82315-163DAHH01","0","13.00 ","130.00 ",46.5,4,"0.2754 ","0.2617 ","0.2720 ","0.2450 "
"198","380P5822MS00","95.S3806.W0A0C8Z","T05TM82615-0W4C7JC02","0","32.50 ","0.00 ",31,16,"0.2968 ","0.3022 ","0.2874 ","0.2673 "
"199","T30P5811ZH00","95.T3030.Z0D01AZ","T05TM81306-163CUJV03","0","15.20 ","58.00 ",54.67,10,"0.2950 ","0.2922 ","0.2825 ","0.2559 "
"200","T70P58206P00","95.T7020.Z0C11BZ","T05TM82704-054D6GX01","0","11.15 ","18.50 ",125,43,"0.3113 ","0.2815 ","0.3062 ","0.2828 "
"201","T30P5811W100","95.T3030.Z0D014Z","T05TM81316-162CXHH01","0","17.06 ","32.00 ",67.67,15,"0.2992 ","0.2878 ","0.2874 ","0.2557 "
"202","T30P5812GW00","95.T3030.Z0D01AZ","T05TM81307-162CUJX03","2","12.20 ","125.00 ",48.83,8,"0.2766 ","0.2655 ","NULL","NULL"
"203","T70P58306K00","95.T7030.Z0C104Z","T05TM83702-024AYGX01","0","9.70 ","42.50 ",115.83,60,"0.3057 ","0.2917 ","0.2908 ","0.2716 "
"204","380P5831SZ00","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","1","30.30 ","0.00 ",43.33,12,"0.2921 ","0.2899 ","NULL","NULL"
"205","T40P5830DU00","95.T4014.W0B102Z","T05TM82529-022BJDS01","0","9.05 ","0.00 ",103.17,34,"0.2848 ","0.2653 ","0.2903 ","0.2625 "
"206","T30P5830E100","95.T3030.Z0D11FZ","T05TM83G04-163CZHH01","3","16.30 ","48.00 ",61.5,16,"0.3060 ","0.2981 ","0.2904 ","0.2621 "
"207","C40P58206H00","95.T4014.W0A100Z","T05TM82506-133CAB801","0","17.70 ","0.00 ",105.33,11,"0.2898 ","0.2387 ","0.2903 ","0.2757 "
"208","T70P58226300","95.T7030.Z0C104Z","T05TM82713-024AYGX01","0","8.45 ","35.00 ",135,19,"0.2871 ","0.2543 ","0.2739 ","0.2365 "
"209","T40P5830GW00","95.T4012.A0B000Z","T05TM83511-054CQC501","0","61.00 ","0.30 ",64.5,20,"0.3027 ","0.2690 ","0.2830 ","0.2512 "
"210","T30P5821VA00","95.T3030.W0D005Z","T05TM83G02-164CZHH01","0","10.60 ","0.00 ",66.17,39,"0.2968 ","0.2957 ","0.2862 ","0.2661 "
"211","T30P5830S300","95.T3030.A0D00FZ","T05TM83313-163BTK802","0","57.55 ","0.32 ",49.33,5,"0.3076 ","0.2746 ","0.2806 ","0.2517 "
"212","T40P5830RA00","95.T4014.Z0B011Z","T05TM83520-142CQI301","0","28.60 ","52.00 ",70,10,"0.3000 ","0.2856 ","0.2850 ","0.2625 "
"213","T40P58404N00","95.T4014.W0B102Z","T05TM83515-023BJFU01","0","8.65 ","0.00 ",77.33,45,"0.2851 ","0.2682 ","0.2896 ","0.2670 "
"214","T40P58319100","95.T4012.Z0B001Z","T05TM83G06-053CAJ402","0","35.00 ","8.70 ",94,20,"0.3308 ","0.3124 ","0.3082 ","0.2811 "
"215","380P5831T900","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","0","30.35 ","0.00 ",43.83,6,"0.2931 ","0.2916 ","0.2825 ","0.2556 "
"216","T30P5831BL00","95.T3030.A0D10AZ","T05TM83302-162CZHH02","0","71.20 ","0.31 ",76.83,47,"0.3245 ","0.3165 ","0.2990 ","0.2892 "
"217","T30P58318C00","95.T3005.C00","T05TM83102-024CEAD01","0","16.30 ","0.00 ",93.83,2,"0.2895 ","0.2679 ","0.2872 ","0.2623 "
"218","T70P58408500","95.T7020.Z0C117Z","T05TM84705-014AYGX01","0","7.75 ","19.00 ",121.5,27,"0.2847 ","0.2464 ","0.2772 ","0.2472 "
"219","T30P5840AN00","95.T3030.Z0D006Z","T05TM84307-163BVIF01","0","14.00 ","40.00 ",79.5,27,"0.2783 ","0.2672 ","0.2616 ","0.2243 "
"220","T30P5840G600","95.T3030.A0D10AZ","T05TM84303-163CZHH01","2","72.00 ","0.35 ",80.5,24,"0.3215 ","0.3196 ","0.2988 ","0.2913 "
"221","T70P5841NH00","95.T7020.A0C111Z","T05TM84721-013D4IA01","0","24.30 ","3.30 ",115.83,30,"0.3178 ","0.3029 ","0.3128 ","0.2990 "
"222","T40P5840QU00","95.T4014.W0B102Z","T05TM84003-023BJFU01","0","8.70 ","0.00 ",98,39,"0.2821 ","0.2608 ","0.2862 ","0.2575 "
"223","T30P5840T200","95.T3030.Z0D01KZ","T05TM84313-162DAHH01","2","14.20 ","85.00 ",47.67,6,"0.2885 ","0.2750 ","0.2802 ","0.2490 "
"224","S04P5843AA00","95.S3004.W0A100Z","T05TM85101-0W3C7JC01","0","14.43 ","0.00 ",22,5,"0.2985 ","0.2574 ","0.2970 ","0.2745 "
"225","380P5843FF00","95.S3806.W0A0C8Z","T05TM84609-0W3C7H302","2","32.00 ","0.00 ",43.33,16,"0.2976 ","0.2998 ","0.2860 ","0.2616 "
"226","T40P5840LN00","95.T4012.Z0B002Z","T05TM84512-053CQC501","0","44.50 ","10.50 ",59.67,11,"0.3309 ","0.3196 ","0.3044 ","0.2815 "
"227","T40P5841B503","95.T4012.A0B000Z","T05TM84517-054CQI301","1","66.00 ","0.30 ",82,30,"0.3118 ","0.2798 ","0.2931 ","0.2659 "
"228","T30P5840NR00","95.T3030.Z0D119Z","T05TM84317-164DAHI01","0","11.51 ","80.00 ",81.67,19,"0.2777 ","0.2642 ","0.2704 ","0.2416 "
"229","380P58433000","95.S3806.W0A0C8Z","T05TM84G04-0W3C7JC01","0","32.80 ","0.00 ",54,16,"0.2961 ","0.2977 ","0.2888 ","0.2664 "
"230","T30P5850SQ00","95.T3030.Z0D018Z","T05TM85321-162DAHI01","0","17.00 ","54.00 ",60.5,6,"0.2967 ","0.2936 ","0.2924 ","0.2754 "
"231","S04P5843VF00","95.S3004.W0A100Z","T05TM85X01-0W3C7JC01","0","16.25 ","0.00 ",28.5,9,"0.3003 ","0.2601 ","0.2966 ","0.2730 "
"232","C40P58500T00","95.T4014.Z0C104Z","T05TM84012-133CPIM02","0","19.72 ","43.00 ",77.67,13,"0.2862 ","0.2206 ","0.2820 ","0.2485 "
"233","380P58500900","95.S3806.W0A0C8Z","T05TM84627-0W2C7H301","0","29.10 ","0.00 ",50.33,12,"0.2956 ","0.2936 ","0.2864 ","0.2595 "
"234","S06P5851JL00","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC01","0","21.58 ","0.00 ",34,12,"0.2792 ","0.2750 ","0.2853 ","0.2616 "
"235","401P58501D02","95.T4014.A0B00CZ","T05TM85513-142CQC501","1","18.00 ","5.00 ",79.83,8,"0.2965 ","0.2658 ","NULL","NULL"
"236","T30P58502T00","95.T3030.Z0D119Z","T05TM85312-163DAHI01","0","13.60 ","140.00 ",47,4,"0.2792 ","0.2694 ","0.2695 ","0.2424 "
"237","S06P5861NS00","95.S3806.W0A1AVZ","T05TM86602-044BED801","0","15.45 ","0.00 ",27.33,10,"0.3050 ","0.2842 ","0.2948 ","0.2799 "
"238","380P58610L00","95.S3806.W0A0AZZ","T05TM86607-0W2B1LG01","0","30.70 ","0.00 ",39.5,11,"0.2960 ","0.2947 ","0.2873 ","0.2619 "
"239","T40P5851HG00","95.T4014.A0B100Z","T05TM85020-146D0CW01","0","22.55 ","5.40 ",69.17,33,"0.3252 ","0.3183 ","0.3185 ","0.3136 "
"240","T40P58600X00","95.T4014.A0B100Z","T05TM85019-147D0GX02","0","21.75 ","4.95 ",73.33,32,"0.3240 ","0.3194 ","0.3167 ","0.3118 "
"241","T30P5851X000","95.T3030.Z0D014Z","T05TM86306-162CXHH01","0","18.25 ","31.50 ",79.67,23,"0.2994 ","0.2885 ","0.2828 ","0.2463 "
"242","C40P58601N00","95.T4014.Z0C104Z","T05TM86106-133CPIM01","0","18.93 ","40.70 ",96,34,"0.2862 ","0.2204 ","0.2818 ","0.2471 "
"243","T70P58600S00","95.T7020.Z0C11CZ","T05TM85727-015D6GX01","0","10.80 ","14.00 ",92.67,16,"0.3008 ","0.2723 ","0.2898 ","0.2605 "
"244","T40P5861FA00","95.T4012.W0B000Z","T05TM86512-054CZC501","2","10.00 ","0.00 ",52,10,"0.3028 ","0.2880 ","0.2896 ","0.2698 "
"245","380P58612T00","95.S3806.W0A0AZZ","T05TM86607-0W2B1H302","0","29.75 ","0.00 ",53.17,22,"0.2972 ","0.2973 ","0.2872 ","0.2621 "
"246","T30P5862RA00","95.T3030.Z0D01AZ","T05TM86337-164CUJV02","0","14.80 ","40.00 ",53.83,14,"0.2970 ","0.2917 ","0.2803 ","0.2502 "
"247","T30P58622000","95.T3030.Z0D01RZ","T05TM86336-163CZGX01","0","14.00 ","71.00 ",72.5,26,"0.2866 ","0.2749 ","0.2782 ","0.2474 "
"248","S06P5810GR00","95.S3006.W0A0B6Z","T05TM81501-0W2C7JC01","0","22.40 ","0.00 ",42.17,11,"0.2796 ","0.2785 ","0.2855 ","0.2639 "
"249","C40P58100S00","95.T4014.Z0B118Z","T05TM81G03-133AYGX01","0","19.35 ","22.00 ",100.5,30,"0.2855 ","0.2184 ","NULL","NULL"
"250","C40P57C0VS00","95.T4014.Z0B118Z","T05TM81G03-133AYGX01","0","19.35 ","22.00 ",103.33,21,"0.2846 ","0.2153 ","0.2756 ","0.2343 "
"251","380P57C2JE00","95.S3806.W0A0B6Z","T05TM7C611-044BECZ01","0","46.80 ","0.00 ",55.67,14,"0.2971 ","0.3138 ","0.2808 ","0.2650 "
"252","T70P58107V00","95.T7020.Z0C11BZ","T05TM81703-052D6GX02","2","14.70 ","32.00 ",145.33,10,"0.3250 ","0.3027 ","0.3174 ","0.3007 "
"253","380P5812G300","95.S3806.W0A0C8Z","T05TM81613-0W1C7JC02","0","27.00 ","0.00 ",48.17,8,"0.2951 ","0.2900 ","0.2886 ","0.2585 "
"254","S06P5810DF00","95.S3806.W0A0E9Z","T05TM81605-052C7JC01","0","19.90 ","0.00 ",55.33,19,"0.2847 ","0.2818 ","0.2770 ","0.2489 "
"255","380P5815VB00","95.S3806.W0A0C8Z","T05TM81621-0W4C7JC02","0","33.20 ","0.00 ",36.83,12,"0.2945 ","0.2975 ","0.2880 ","0.2687 "
"256","T30P5812B500","95.T3030.Z0B100Z","T05TM82301-162BRLW01","0","15.30 ","68.00 ",74.17,10,"0.3447 ","0.4150 ","0.2876 ","0.2622 "
"257","380P5815P200","95.S3806.W0A0C8Z","T05TM81620-0W3C7JC01","0","31.85 ","0.00 ",43.17,8,"0.2932 ","0.2936 ","0.2872 ","0.2637 "
"258","T30P58207C00","95.T3030.Z0D006Z","T05TM82303-163BVIF01","0","13.40 ","40.00 ",65.5,34,"0.2780 ","0.2713 ","0.2621 ","0.2259 "
"259","380P5820QW00","95.S3806.W0A0C8Z","T05TM81620-0W3C7H302","0","31.85 ","0.00 ",48.67,8,"0.2987 ","0.3015 ","0.2864 ","0.2618 "
"260","380P5820EG00","95.S3806.W0A0EGZ","T05TM82620-053B1JC01","0","29.40 ","0.00 ",54.83,6,"0.2918 ","0.2903 ","0.2804 ","0.2521 "
"261","S04P5830AW01","95.S3004.W0A01DZ","T05TM83001-0W2B1LG01","0","18.10 ","0.00 ",26,9,"0.2907 ","0.2553 ","0.2854 ","0.2606 "
"262","C40P58204700","95.T4014.A0C10BZ","T05TM82509-132CLIP02","0","67.00 ","0.34 ",74.67,43,"0.2637 ","0.1931 ","0.2635 ","0.2372 "
"263","S04P5830MJ00","95.S3004.W0A01DZ","T05TM83001-0W2B1LG01","0","18.10 ","0.00 ",28.67,15,"0.2901 ","0.2544 ","0.2834 ","0.2567 "
"264","T30P5830D100","95.T3030.A0D10BZ","T05TM83310-163CZGX01","0","44.10 ","0.40 ",88.5,21,"0.2710 ","0.2513 ","0.2515 ","0.2286 "
"265","380P5823QE00","95.S3806.W0A0C8Z","T05TM82632-0W1C7LG02","0","25.30 ","0.00 ",47.83,14,"0.2992 ","0.2968 ","0.2868 ","0.2569 "
"266","S06P5822PW00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","22.95 ","0.00 ",54.33,15,"0.2907 ","0.2916 ","0.2837 ","0.2588 "
"267","T70P5822SS00","95.T7020.Z0C11BZ","T05TM82723-053D6GX01","0","12.85 ","24.30 ",121,22,"0.3151 ","0.2880 ","0.3102 ","0.2885 "
"268","380P5830QX00","95.S3806.W0A0E0Z","T05TM83604-044B1AH01","1","35.00 ","0.00 ",55.17,12,"0.3012 ","0.3103 ","NULL","NULL"
"269","T30P58400Z00","95.T3005.C00","T05TM84103-024CEAD01","0","21.75 ","0.00 ",94.17,2,"0.2879 ","0.2621 ","0.2889 ","0.2642 "
"270","T40P58404900","95.T4014.W0B102Z","T05TM83515-023BJFU01","0","8.65 ","0.00 ",89.17,46,"0.2804 ","0.2587 ","0.2879 ","0.2628 "
"271","T70P5830JE00","95.T7020.Z0C11CZ","T05TM83701-015D6GX01","0","11.05 ","14.65 ",105.17,33,"0.3006 ","0.2708 ","0.2943 ","0.2694 "
"272","S04P5832A800","95.S3004.W0A01DZ","T05TM84102-0W3B1GB01","0","17.45 ","0.00 ",26.33,9,"0.2890 ","0.2532 ","0.2832 ","0.2587 "
"273","S06P5840U400","95.S3806.W0A0EBZ","T05TM84603-053B1LG02","0","17.18 ","0.00 ",39.5,36,"0.3123 ","0.3196 ","0.2941 ","0.2711 "
"274","380P58445900","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",51,13,"0.2923 ","0.2839 ","0.2853 ","0.2534 "
"275","S04P58431L00","95.S3004.W0A01DZ","T05TM84F01-0W2B1LG03","0","16.90 ","0.00 ",30,16,"0.2873 ","0.2463 ","0.2841 ","0.2569 "
"276","S04P5840K500","95.S3004.W0A01DZ","T05TM84Q02-0W2B1LG01","0","16.74 ","0.00 ",22.67,4,"0.2872 ","0.2481 ","0.2852 ","0.2605 "
"277","S04P5842C800","95.S3004.W0A100Z","T05TM84108-0W3C7JC02","0","14.40 ","0.00 ",22.67,8,"0.3031 ","0.2656 ","0.2969 ","0.2742 "
"278","S04P5841N700","95.S3004.W0A01DZ","T05TM84F01-0W3B1LG01","0","16.70 ","0.00 ",30.83,12,"0.2856 ","0.2471 ","0.2846 ","0.2615 "
"279","S04P5843SX00","95.S3004.W0A100Z","T05TM85G01-0W3C7JC01","0","14.60 ","0.00 ",29.33,19,"0.3002 ","0.2603 ","0.2966 ","0.2732 "
"280","380P5851G000","95.S3806.W0A0B0Z","T05TM85606-0W3BECZ01","0","32.90 ","0.00 ",42,31,"0.2946 ","0.2954 ","0.2874 ","0.2640 "
"281","T40P5850JJ00","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",80.67,19,"0.2869 ","0.2741 ","0.2919 ","0.2695 "
"282","S06P58513N00","95.S3806.W0A0E9Z","T05TM85605-052C7JC01","0","19.40 ","0.00 ",32.83,8,"0.2846 ","0.2787 ","0.2762 ","0.2441 "
"283","C40P5840C100","95.T4014.Z0C104Z","T05TM84012-133CPIM01","0","19.72 ","43.00 ",90.33,26,"0.2871 ","0.2215 ","0.2821 ","0.2473 "
"284","S06P58510Q00","95.S3806.W0A0D6Z","T05TM85X06-0W2C7JC01","0","22.52 ","0.00 ",29.17,3,"0.2970 ","0.3039 ","0.2875 ","0.2658 "
"285","T40P5850HS00","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",107.67,9,"0.2786 ","0.2566 ","0.2894 ","0.2639 "
"286","T70P58506Y00","95.T7020.Z0C11CZ","T05TM85706-015D6GX01","0","17.15 ","16.00 ",124.83,22,"0.3316 ","0.3193 ","0.3215 ","0.3082 "
"287","T40P5850BY00","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",111.33,6,"0.2872 ","0.2719 ","0.2934 ","0.2725 "
"288","T70P5860QB00","95.T7020.A0C111Z","T05TM86714-013D4IA01","0","23.60 ","3.20 ",113,49,"0.3187 ","0.3034 ","0.3085 ","0.2883 "
"289","T30P58605K00","95.T3030.Z0D11BZ","T05TM86907-014D0HI01","0","27.50 ","45.70 ",74.17,20,"0.3321 ","0.3329 ","0.3347 ","0.3399 "
"290","C40P5850BL00","95.T4014.Z0B118Z","T05TM85524-133AYH601","0","17.90 ","22.20 ",97.33,33,"0.2832 ","0.2166 ","0.2743 ","0.2330 "
"291","T30P5860B603","95.T3030.A0D008Z","T05TM86319-164CXGX01","1","48.50 ","0.33 ",78.5,10,"0.2832 ","0.2504 ","NULL","NULL"
"292","T40P5860NA00","95.T4014.W0B102Z","T05TM85006-021BJEL01","0","9.70 ","0.00 ",86.83,42,"0.2881 ","0.2669 ","0.2933 ","0.2633 "
"293","S06P5861XX00","95.S3806.W0A0D6Z","T05TM86612-0W3C7LG01","0","20.15 ","0.00 ",33.17,7,"0.2934 ","0.3001 ","0.2842 ","0.2642 "
"294","T40P5860RZ00","95.T4014.W0A101Z","T05TM86118-024BJB501","0","8.13 ","0.00 ",106.67,9,"0.2786 ","0.2620 ","0.2824 ","0.2563 "
"295","C40P5850E801","95.T4014.A0C10BZ","T05TM85526-133CLK201","0","67.50 ","0.44 ",90.67,18,"0.2833 ","0.2176 ","0.2762 ","0.2591 "
"296","S06P5852L000","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC02","2","21.25 ","0.00 ",33.67,13,"0.2740 ","0.2645 ","0.2864 ","0.2658 "
"297","T40P5851GR00","95.T4014.W0A101Z","T05TM85014-023BJB701","0","8.00 ","0.00 ",79.17,10,"0.2790 ","0.2567 ","0.2831 ","0.2525 "
"298","T30P58624D00","NULL","T05TM86325-162CUJV01","NULL","NULL","NULL",60,16,"0.2819 ","0.2614 ","0.2686 ","0.2270 "
"299","380P5811GY00","95.S3806.W0A0C8Z","T05TM7C626-0W3C7JC02","0","34.00 ","0.00 ",41.17,23,"0.2952 ","0.2964 ","0.2861 ","0.2627 "
"300","T70P57C1WP00","95.T7020.A0B104Z","T05TM7C731-017CXGX01","0","21.30 ","2.50 ",80.83,48,"0.3145 ","0.2976 ","0.3120 ","0.3024 "
"301","380P58122C00","95.S3806.W0A0C8Z","T05TM81613-0W1C7J001","0","27.50 ","0.00 ",62.67,17,"0.2955 ","0.2900 ","0.2885 ","0.2590 "
"302","C40P58109000","95.T4014.Z0C104Z","T05TM81520-132CPFV01","0","21.27 ","57.00 ",85.83,51,"0.2881 ","0.2236 ","0.2831 ","0.2502 "
"303","T70P58106600","95.T7020.Z0C111Z","T05TM81705-013AYHH01","0","8.85 ","19.10 ",97.33,23,"0.2607 ","0.2359 ","0.2769 ","0.2378 "
"304","T40P58101R00","95.T4014.W0B102Z","T05TM7C551-023BJEL02","0","7.82 ","0.00 ",72.5,16,"0.2868 ","0.2738 ","0.2898 ","0.2652 "
"305","380P58126F00","95.S3806.W0A0B0Z","T05TM81609-0W3BECZ01","0","34.30 ","0.00 ",53.8,17,"0.3026 ","0.3075 ","0.2891 ","0.2676 "
"306","S06P5810MV00","95.S3006.W0A0B6Z","T05TM81501-0W2C7JC01","0","22.40 ","0.00 ",43.83,7,"0.2752 ","0.2692 ","0.2844 ","0.2609 "
"307","T70P58111E00","95.T7020.Z0C11BZ","T05TM81709-054D6HH01","0","11.50 ","18.80 ",118,29,"0.3096 ","0.2776 ","0.3067 ","0.2833 "
"308","S04P58200C00","95.S3004.W0A01DZ","T05TM82004-0W2B1LG02","2","18.60 ","0.00 ",24.5,7,"0.2892 ","0.2513 ","0.2843 ","0.2574 "
"309","S06P58220X00","95.S3806.W0A0D6Z","T05TM82628-052C7J001","0","23.20 ","0.00 ",39,24,"0.2961 ","0.3027 ","0.2858 ","0.2633 "
"310","380P5820J000","95.S3806.W0A0B0Z","T05TM82613-0W3BECZ02","0","34.20 ","0.00 ",64,12,"0.2998 ","0.3052 ","0.2886 ","0.2678 "
"311","T30P5811GU00","95.T3030.A0D10AZ","T05TM81338-163CZHH01","0","73.05 ","0.34 ",71,30,"0.3274 ","0.4259 ","0.2924 ","0.2808 "
"312","S04P5820RE00","95.S3004.W0A01DZ","T05TM82008-0W3B1LG01","0","16.45 ","0.00 ",21.17,3,"0.2852 ","0.2482 ","0.2819 ","0.2558 "
"313","T30P58121Z00","95.T3030.A0D00FZ","T05TM81330-162BTII02","0","56.00 ","0.31 ",71.83,39,"0.3048 ","0.2773 ","0.2756 ","0.2444 "
"314","T40P58113200","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",103.83,22,"0.2809 ","0.2613 ","0.2858 ","0.2567 "
"315","T30P5830AL00","95.T3030.Z0D119Z","T05TM83309-164DAHH01","0","12.00 ","71.50 ",83.83,10,"0.2803 ","0.2690 ","0.2716 ","0.2427 "
