"","LOTNO","PRODUCTNO","MONO","RUN_SEQ","WT","GR","SPC_VALUE","SPC_RANGE","PRE_CIE_X_AVG","PRE_CIE_Y_AVG","CIE_X_AVG","CIE_Y_AVG"
"16817","401P57C0GM00","95.T4014.A0B00CZ","T05TM7C515-142CQI303","0","18.35 ","6.15 ",88.67,11,"0.2932 ","0.2783 ","0.2761 ","0.2484 "
"16818","T40P5810RP00","95.T4014.W0A101Z","T05TM81517-024BJB501","0","7.80 ","0.00 ",96.33,28,"0.2789 ","0.2639 ","0.2857 ","0.2633 "
"16819","T30P58117E00","95.T3030.Z0B100Z","T05TM7CG12-161BRLW01","0","16.15 ","76.00 ",62.5,27,"0.3433 ","0.4137 ","0.2841 ","0.2538 "
"16820","380P5810BG00","95.S3806.W0A0C8Z","T05TM7C626-0W3C7H301","0","32.00 ","0.00 ",30.5,21,"0.2947 ","0.2947 ","0.2882 ","0.2653 "
"16821","T30P5811SQ00","95.T3030.Z0D119Z","T05TM81342-162DAHH01","0","13.33 ","210.00 ",57.33,21,"0.2783 ","0.2653 ","0.2712 ","0.2419 "
"16822","S06P5821UC00","95.S3806.W0A1AVZ","T05TM82609-043BED801","0","15.65 ","0.00 ",32.67,27,"0.3012 ","0.2750 ","0.2942 ","0.2751 "
"16823","T30P58210Q01","95.T3030.A0D10AZ","T05TM82306-162CZHH01","1","70.00 ","0.33 ",79.67,32,"0.3108 ","0.3025 ","NULL","NULL"
"16824","T70P5820H500","95.T7020.Z0C11BZ","T05TM82706-053D6GX01","2","11.80 ","22.90 ",124.83,21,"0.3131 ","0.2841 ","0.3033 ","0.2762 "
"16825","380P58210K00","95.S3806.W0A0B0Z","T05TM82613-0W3BECZ01","0","33.80 ","0.00 ",44.33,21,"0.2969 ","0.3010 ","0.2894 ","0.2681 "
"16826","T70P58207900","95.T7020.Z0C11BZ","T05TM82704-054D6GX01","2","11.30 ","18.80 ",136.83,48,"0.3148 ","0.2883 ","0.3042 ","0.2793 "
"16827","T70P58114F00","95.T7020.Z0C11BZ","T05TM81709-054D6HH01","0","11.50 ","18.80 ",128.33,51,"0.3121 ","0.2824 ","NULL","NULL"
"16828","T70P5812D600","95.T7020.Z0C111Z","T05TM81705-013AYHH02","0","10.00 ","20.00 ",121.17,15,"0.2622 ","0.2383 ","0.2769 ","0.2356 "
"16829","T30P58301000","95.T3030.A0D10BZ","T05TM82326-164CZGX01","0","42.08 ","0.34 ",49.33,7,"0.2788 ","0.2509 ","0.2537 ","0.2215 "
"16830","T30P58302S00","95.T3030.A0D10AZ","T05TM83302-162CZHH01","0","73.25 ","0.32 ",56.5,14,"0.3206 ","0.3148 ","0.2997 ","0.2932 "
"16831","T14P58300U00","95.T3014.W0A101Z","T05TM83002-022A5D801","0","16.45 ","0.00 ",91.17,24,"0.3088 ","0.2951 ","0.2986 ","0.2798 "
"16832","T30P5830M700","95.T3030.Z0D01AZ","T05TM83307-163CUJH01","0","15.00 ","53.00 ",80.83,15,"0.2975 ","0.2967 ","0.2809 ","0.2536 "
"16833","C40P58301C00","95.T4014.Z0C103Z","T05TM83507-133CLJS01","0","22.20 ","46.00 ",56.33,9,"0.2947 ","0.2325 ","0.2866 ","0.2546 "
"16834","S06P58227R00","95.S3006.W0A0B6Z","T05TM82508-0W2C7JC01","0","22.75 ","0.00 ",33,22,"0.2800 ","0.2781 ","0.2872 ","0.2675 "
"16835","T30P5821TY00","95.T3030.Z0D119Z","T05TM82315-163DAHH01","0","12.93 ","130.00 ",48.5,6,"0.2782 ","0.2648 ","NULL","NULL"
"16836","380P58234D00","95.S3806.W0A0C8Z","T05TM82614-0W3C7JC01","0","31.70 ","0.00 ",43.33,13,"0.2996 ","0.3030 ","NULL","NULL"
"16837","380P5832ZH00","95.S3806.W0A0E0Z","T05TM83604-044B1AH02","0","34.95 ","0.00 ",49.33,7,"0.2991 ","0.3063 ","0.2858 ","0.2643 "
"16838","T40P5831DK00","95.T4012.Z0B002Z","T05TM83522-053CQGR02","0","42.50 ","10.70 ",53.17,8,"0.3292 ","0.3195 ","0.3039 ","0.2838 "
"16839","T70P5831PW00","95.T7030.Z0C104Z","T05TM83704-024AYGX01","0","9.62 ","42.30 ",152.5,8,"0.3048 ","0.2903 ","0.2903 ","0.2716 "
"16840","T30P5831RN00","95.T3030.A0D10AZ","T05TM83303-163CZHH03","3","71.15 ","0.31 ",60.5,10,"0.3219 ","0.3167 ","0.2986 ","0.2893 "
"16841","T70P5830SA00","95.T7020.Z0C11BZ","T05TM83709-052D6GX01","0","12.07 ","19.50 ",149,10,"0.3125 ","0.2734 ","0.3081 ","0.2776 "
"16842","T70P58312700","95.T7020.Z0C11CZ","T05TM83714-016D6GX01","0","9.30 ","11.20 ",129.17,13,"0.2934 ","0.2628 ","0.2898 ","0.2634 "
"16843","C40P58401P02","95.T4014.W0A100Z","T05TM84007-134CAJ401","0","15.65 ","0.00 ",111.67,7,"0.2843 ","0.2335 ","0.2786 ","0.2599 "
"16844","T40P5840LA00","95.T4012.Z0B002Z","T05TM84512-053CQC501","0","44.50 ","10.50 ",57.17,15,"0.3319 ","0.3214 ","0.3048 ","0.2821 "
"16845","S04P58430600","95.S3004.W0A01DZ","T05TM84F01-0W2B1LG03","0","16.90 ","0.00 ",30.83,11,"0.2856 ","0.2436 ","0.2850 ","0.2600 "
"16846","T40P5840MN00","95.T4014.A0B100Z","T05TM83524-145D0EZ02","3","17.45 ","5.35 ",107.17,14,"0.2967 ","0.2798 ","0.2891 ","0.2723 "
"16847","S04P58421L00","95.S3004.W0A01DZ","T05TM84G03-0W3B1LG01","0","17.50 ","0.00 ",22.67,4,"0.2886 ","0.2521 ","NULL","NULL"
"16848","S06P5840C900","95.S3806.W0A0D6Z","T05TM83607-0W2C7JC02","0","21.25 ","0.00 ",38,11,"0.2905 ","0.2910 ","0.2847 ","0.2596 "
"16849","S06P58419P00","95.S3806.W0A0E2Z","T05TM84625-0W3B1GT01","0","22.60 ","0.00 ",35.83,31,"0.2952 ","0.3056 ","0.2885 ","0.2718 "
"16850","380P58419400","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",51.67,23,"0.2961 ","0.2905 ","0.2884 ","0.2600 "
"16851","380P58412A00","95.S3806.W0A0EHZ","T05TM84607-0W1B1LG01","0","28.50 ","0.00 ",44.17,24,"0.2964 ","0.2923 ","0.2902 ","0.2635 "
"16852","T30P58408600","95.T3030.Z0D018Z","T05TM84309-163D0HH01","0","15.70 ","25.00 ",70.5,18,"0.3150 ","0.3159 ","0.2960 ","0.2760 "
"16853","T70P58515400","95.T7020.Z0C11BZ","T05TM85714-052D6HH01","0","13.35 ","31.50 ",125.67,17,"0.3153 ","0.2877 ","0.3100 ","0.2904 "
"16854","T30P5850S700","95.T3030.Z0D018Z","T05TM85321-162DAHI01","0","17.25 ","54.00 ",70.67,13,"0.2998 ","0.2971 ","0.2841 ","0.2596 "
"16855","T30P58515W00","95.T3030.Z0D019Z","T05TM85336-162CMJH01","0","17.00 ","69.00 ",64.17,21,"0.2891 ","0.2885 ","0.2705 ","0.2433 "
"16856","C40P58502K00","95.T4014.A0B10AZ","T05TM85001-132CXC502","0","69.25 ","0.42 ",77,20,"0.2798 ","0.2173 ","0.2785 ","0.2693 "
"16857","T30P58518402","95.T3030.Z0D11DZ","T05TM85G15-164CZGX01","1","12.00 ","110.00 ",77.33,32,"0.2770 ","0.2686 ","NULL","NULL"
"16858","T30P5850LT02","95.T3030.Z0D11EZ","T05TM85325-162BRIM01","0","12.30 ","41.00 ",60.5,28,"0.2803 ","0.2501 ","NULL","NULL"
"16859","401P58503M00","95.T4014.A0B008Z","T05TM85517-144CQH601","0","21.60 ","6.10 ",86.17,15,"0.3041 ","0.2929 ","0.2867 ","0.2655 "
"16860","T30P58615P00","95.T3030.Z0D01RZ","T05TM86326-162CZGX01","0","15.80 ","110.00 ",50.17,11,"0.2942 ","0.2887 ","0.2806 ","0.2530 "
"16861","S05P58601U00","95.S3805.W0A001Z","T05TM86008-0W3C7JC01","0","17.12 ","0.00 ",32.33,15,"0.3066 ","0.2880 ","0.2922 ","0.2666 "
"16862","T40P5851ZQ00","95.T4014.A0C10FZ","T05TM85522-133CLLT01","0","4.90 ","0.00 ",68.83,9,"0.1720 ","0.0591 ","0.1777 ","0.1024 "
"16863","C40P58602F00","95.T4014.Z0B118Z","T05TM85536-134AYGX01","0","16.60 ","16.50 ",101.33,30,"0.2837 ","0.2148 ","0.2766 ","0.2387 "
"16864","T40P58612200","95.T4014.W0B102Z","T05TM86124-023BJFU01","0","8.50 ","0.00 ",104.83,11,"0.2817 ","0.2636 ","NULL","NULL"
"16865","T30P58527D00","95.T3030.Z0D01SZ","T05TM86304-163BTMA01","0","12.55 ","70.00 ",64.67,27,"0.2730 ","0.2535 ","0.2674 ","0.2333 "
"16866","T70P5851M300","95.T7020.Z0C11CZ","T05TM85721-015D6GX01","0","10.65 ","14.55 ",103.33,40,"0.2993 ","0.2694 ","0.2896 ","0.2624 "
"16867","C40P58602U04","95.T4014.W0A100Z","T05TM86116-132CAB801","1","16.80 ","0.00 ",85.17,51,"0.2849 ","0.2232 ","NULL","NULL"
"16868","T30P58612100","95.T3005.C00","T05TM86005-024CEAD02","0","15.00 ","0.00 ",85.83,17,"0.2944 ","0.2749 ","0.2882 ","0.2636 "
"16869","C40P5850LG00","95.T4014.A0C10BZ","T05TM85526-133CLK202","0","65.50 ","0.48 ",78.67,13,"0.2799 ","0.2181 ","NULL","NULL"
"16870","C40P57C0X000","95.T4014.Z0B118Z","T05TM81G03-133AYGX01","0","19.35 ","22.00 ",98,25,"0.2842 ","0.2155 ","0.2734 ","0.2305 "
"16871","T70P5811F403","95.T7020.Z0C11CZ","T05TM81711-015D6GX01","1","10.35 ","13.60 ",100.5,33,"0.2986 ","0.2689 ","0.2937 ","0.2672 "
"16872","T30P58110700","95.T3030.Z0D11AZ","T05TM81G06-162CZHH01","0","5.25 ","13.80 ",56.33,9,"0.2805 ","0.2708 ","NULL","NULL"
"16873","380P5811NG00","95.S3806.W0A0B6Z","T05TM81608-0W4BEDA01","0","47.80 ","0.00 ",35,16,"0.2981 ","0.3168 ","0.2831 ","0.2705 "
"16874","C40P58101Y00","95.T4014.W0B1B2Z","T05TM7C548-144CQI301","0","12.50 ","0.00 ",93.33,8,"0.3099 ","0.2995 ","0.2894 ","0.2685 "
"16875","S08P58101Z00","95.S2808.W0A104Z","T05TM81008-013A5AC01","0","18.50 ","0.00 ",36.5,26,"0.3003 ","0.2819 ","0.2932 ","0.2807 "
"16876","S06P58110R00","95.S3806.W0A0E9Z","T05TM81605-052C7JC01","0","19.90 ","0.00 ",48,27,"0.2817 ","0.2772 ","0.2761 ","0.2464 "
"16877","380P5812EY00","95.S3806.W0A0C8Z","T05TM81613-0W1C7JC02","0","27.00 ","0.00 ",36.2,21,"0.2955 ","0.2900 ","0.2883 ","0.2588 "
"16878","380P5812EY00","95.S3806.W0A0C8Z","T05TM81613-0W1C7JC02","0","28.00 ","0.00 ",36.2,21,"0.2955 ","0.2900 ","0.2883 ","0.2588 "
"16879","T40P5810A902","95.T4014.A0B100Z","T05TM81508-146D0GX01","0","21.90 ","4.99 ",101.5,24,"0.3215 ","0.3096 ","0.3146 ","0.3048 "
"16880","T70P5810CG00","95.T7020.Z0C11BZ","T05TM7C720-052D6GX02","0","12.25 ","30.30 ",127.67,32,"0.3103 ","0.2769 ","0.3061 ","0.2820 "
"16881","T30P58113E00","95.T3030.Z0D117Z","T05TM81308-164D0HH01","0","12.10 ","36.20 ",77.83,17,"0.2722 ","0.2544 ","0.2646 ","0.2314 "
"16882","401P58100Y01","95.T4014.A0B00CZ","T05TM81509-142CQI301","1","22.00 ","5.90 ",80.33,18,"0.3128 ","0.3045 ","NULL","NULL"
"16883","380P5814ZF00","95.S3806.W0A0B4Z","T05TM81607-0W3BEDA01","0","34.60 ","0.00 ",49.33,14,"0.3013 ","0.3051 ","0.2887 ","0.2657 "
"16884","T70P5812VV00","95.T7020.W0C1A8Z","T05TM82702-013AYM401","0","7.80 ","0.00 ",139,9,"0.3029 ","0.2788 ","0.2933 ","0.2761 "
"16885","T70P5820VB00","95.T7020.Z0C11BZ","T05TM82706-053D6GX01","0","12.00 ","22.90 ",140.33,36,"0.3150 ","0.2847 ","0.3054 ","0.2796 "
"16886","T30P5820NK00","95.T3030.Z0D01AZ","T05TM82316-163CUJH01","0","15.40 ","50.00 ",55.33,17,"0.2984 ","0.2964 ","0.2800 ","0.2492 "
"16887","T70P58209000","95.T7020.Z0C114Z","T05TM82F01-015D4IA01","2","10.00 ","14.20 ",109.67,21,"0.3005 ","0.2713 ","0.2919 ","0.2665 "
"16888","380P5814UU00","95.S3806.W0A0C8Z","T05TM81620-0W3C7JC01","0","31.85 ","0.00 ",52.33,22,"0.2942 ","0.2930 ","0.2890 ","0.2658 "
"16889","380P5820DU00","95.S3806.W0A0AZZ","T05TM82605-0W3B1LG01","0","32.00 ","0.00 ",56,9,"0.2974 ","0.3018 ","NULL","NULL"
"16890","380P58214Q00","95.S3806.W0A0C8Z","T05TM81620-0W3C7JC01","0","31.85 ","0.00 ",30.83,9,"0.2931 ","0.2918 ","0.2868 ","0.2623 "
"16891","380P5820QY00","95.S3806.W0A0C8Z","T05TM81620-0W3C7H302","0","31.85 ","0.00 ",43.17,5,"0.2963 ","0.2987 ","0.2885 ","0.2650 "
"16892","T30P5812K600","95.T3030.Z0D11AZ","T05TM82304-162CZHH01","1","5.25 ","13.80 ",50.83,10,"0.2816 ","0.2712 ","NULL","NULL"
"16893","T30P58127900","95.T3030.Z0D01AZ","T05TM81306-163CUJV03","0","15.20 ","58.00 ",59.67,19,"0.2949 ","0.2902 ","0.2812 ","0.2544 "
"16894","T30P5821AB00","95.T3030.Z0D01KZ","T05TM82G02-163DAHH01","0","14.50 ","68.00 ",76.17,15,"0.2901 ","0.2809 ","0.2788 ","0.2491 "
"16895","T70P5822FK00","95.T7020.Z0C11BZ","T05TM82709-052D6HH01","0","10.20 ","46.40 ",114.67,63,"0.3003 ","0.2682 ","0.2888 ","0.2608 "
"16896","S04P5820P500","95.S3004.W0A01DZ","T05TM82007-0W3B1LG01","0","18.15 ","0.00 ",33.33,14,"0.2909 ","0.2576 ","NULL","NULL"
"16897","T40P5821AD00","95.T4014.A0B100Z","T05TM82528-146D0GX01","0","21.50 ","5.06 ",89.17,20,"0.3252 ","0.3187 ","0.3169 ","0.3100 "
"16898","T70P58303700","95.T7020.Z0C11BZ","T05TM82726-053D6GX01","0","13.65 ","24.90 ",132.17,17,"0.3210 ","0.2981 ","0.3147 ","0.2956 "
"16899","T40P58306C00","95.T4014.A0B100Z","T05TM82528-146D0GX01","0","21.50 ","5.06 ",97.5,16,"0.3255 ","0.3172 ","0.3147 ","0.3060 "
"16900","380P5823XD00","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC02","0","30.30 ","0.00 ",34.5,16,"0.2925 ","0.2908 ","0.2847 ","0.2595 "
"16901","T40P5820XL00","95.T4012.A0B001Z","T05TM82517-052CQGN02","0","105.00 ","0.46 ",66,16,"0.3237 ","0.2985 ","0.2952 ","0.2734 "
"16902","S08P58300D00","95.S2808.W0A104Z","T05TM83004-013A5D801","0","18.55 ","0.00 ",51.83,18,"0.3006 ","0.2837 ","0.2930 ","0.2801 "
"16903","T30P5830Z100","95.T3030.A0D10AZ","T05TM83303-163CZHH02","0","70.10 ","0.35 ",57.5,9,"0.3234 ","0.3184 ","0.2997 ","0.2927 "
"16904","C40P58303J00","95.T4014.Z0C103Z","T05TM83508-133CLIP02","0","20.00 ","42.00 ",88.5,34,"0.2910 ","0.2260 ","0.2800 ","0.2421 "
"16905","T30P58311U00","95.T3030.A0D00FZ","T05TM83317-162BTK801","0","57.95 ","0.29 ",56.5,6,"0.3068 ","0.2803 ","0.2792 ","0.2507 "
"16906","S05P58308A00","95.S3805.W0A001Z","T05TM83101-0W2C7JC01","0","16.05 ","0.00 ",28.33,14,"0.3009 ","0.2722 ","0.2891 ","0.2536 "
"16907","380P5831MW00","95.S3806.W0A0B6Z","T05TM83617-0W2BEAF01","0","45.00 ","0.00 ",46.33,12,"0.3037 ","0.3199 ","0.2930 ","0.2818 "
"16908","S06P58315L00","95.S3806.W0A0E9Z","T05TM83623-052C7JC01","0","20.10 ","0.00 ",48.33,23,"0.2841 ","0.2825 ","0.2761 ","0.2470 "
"16909","T40P58315800","95.T4012.Z0B002Z","T05TM83522-053CQGR01","0","46.00 ","10.70 ",84.83,37,"0.3310 ","0.3211 ","0.3068 ","0.2868 "
"16910","T30P58313400","95.T3030.A0D00FZ","T05TM83317-162BTK801","0","57.95 ","0.29 ",54.5,9,"0.3062 ","0.2771 ","0.2785 ","0.2482 "
"16911","380P5832Q700","95.S3806.W0A0C8Z","T05TM83605-0W3C7JC04","0","30.35 ","0.00 ",41.5,15,"0.2951 ","0.2948 ","0.2885 ","0.2656 "
"16912","380P5843L900","95.S3806.W0A0B6Z","T05TM84626-0W3BEAF03","1","44.00 ","0.00 ",45.67,22,"0.3055 ","0.3273 ","0.2918 ","0.2817 "
"16913","T40P5840TJ00","95.T4012.Z0B002Z","T05TM84522-053CQC501","0","38.00 ","11.00 ",51.83,15,"0.3231 ","0.3131 ","NULL","NULL"
"16914","380P58445P00","95.S3806.W0A0C8Z","T05TM84617-0W1C7JC02","0","26.30 ","0.00 ",60.67,24,"0.2930 ","0.2857 ","0.2858 ","0.2534 "
"16915","T70P58415M00","95.T7020.Z0C11BZ","T05TM84708-052D6GX01","0","11.84 ","18.00 ",124.17,28,"0.3139 ","0.2741 ","0.3080 ","0.2752 "
"16916","T70P5840BL00","95.T7020.Z0C11CZ","T05TM84702-015D6GX01","0","11.20 ","14.50 ",111,20,"0.3018 ","0.2742 ","0.2955 ","0.2723 "
"16917","380P58453S00","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",47.17,19,"0.2936 ","0.2870 ","0.2868 ","0.2565 "
"16918","C40P58401Y00","95.T4014.A0B10AZ","T05TM84006-133CXC501","0","79.70 ","0.35 ",85.33,52,"0.2891 ","0.2251 ","0.2881 ","0.2765 "
"16919","T30P58403500","95.T3030.A0D10AZ","T05TM84303-163CZHH01","0","71.80 ","0.33 ",87.5,25,"0.3154 ","0.3073 ","0.3029 ","0.2988 "
"16920","S06P5841Z401","95.S3806.W0A0EBZ","T05TM85602-053B1LG01","0","19.40 ","0.00 ",49.67,27,"0.3089 ","0.3135 ","0.2951 ","0.2722 "
"16921","T40P58505S00","95.T4014.W0B102Z","T05TM84002-022BJFU01","0","9.30 ","0.00 ",99.83,24,"0.2879 ","0.2696 ","0.2904 ","0.2624 "
"16922","T30P5850Y100","95.T3030.Z0D11FZ","T05TM85320-164CZHH01","0","15.70 ","35.00 ",58.33,15,"0.3052 ","0.2936 ","0.2912 ","0.2615 "
"16923","C40P58501V00","95.T4014.Z0B118Z","T05TM85003-134AYH601","0","18.50 ","18.50 ",100.5,10,"0.2899 ","0.2282 ","0.2856 ","0.2531 "
"16924","T14P58504B00","95.T3014.W0A101Z","T05TM85129-022A5AB01","0","15.70 ","0.00 ",117.5,8,"0.3036 ","0.2856 ","0.2943 ","0.2705 "
"16925","C40P58504N00","95.T4014.Z0B118Z","T05TM85501-133AYH601","0","21.80 ","20.00 ",79,42,"0.2985 ","0.2390 ","0.2903 ","0.2571 "
"16926","S04P5850T400","95.S3004.W0A100Z","T05TM85X01-0W3C7JC02","0","16.00 ","0.00 ",29.33,8,"0.2984 ","0.2630 ","NULL","NULL"
"16927","380P58454A00","95.S3806.W0A0C8Z","T05TM84617-0W1C7LG01","0","26.00 ","0.00 ",54.83,16,"0.2927 ","0.2857 ","0.2870 ","0.2569 "
"16928","S04P5843TR00","95.S3004.W0A100Z","T05TM85G01-0W3C7JC01","0","14.60 ","0.00 ",28.17,13,"0.3018 ","0.2630 ","0.2972 ","0.2745 "
"16929","T40P5850F200","95.T4014.W0B102Z","T05TM85007-023BJDQ01","0","8.55 ","0.00 ",110.5,9,"0.2879 ","0.2765 ","0.2904 ","0.2656 "
"16930","S06P58515200","95.S3806.W0A1AVZ","T05TM85614-043BED801","0","16.42 ","0.00 ",32.17,6,"0.3035 ","0.2764 ","0.2920 ","0.2683 "
"16931","T40P5841BY00","95.T4012.A0B000Z","T05TM84518-052CQEZ01","0","52.85 ","0.36 ",64.5,50,"0.3054 ","0.2885 ","0.2854 ","0.2637 "
"16932","T30P5850WA00","95.T3030.Z0C101Z","T05TM85328-163BTII01","0","15.15 ","17.10 ",60.33,27,"0.2972 ","0.2765 ","0.2868 ","0.2490 "
"16933","T30P5851NU00","95.T3030.Z0D117Z","T05TM85340-164D0GX01","0","11.16 ","40.00 ",67.83,8,"0.2690 ","0.2491 ","0.2620 ","0.2265 "
"16934","T40P58605H00","95.T4014.A0C10FZ","T05TM85521-132CLLT01","0","4.60 ","0.00 ",70.33,39,"0.1728 ","0.0526 ","0.1790 ","0.0987 "
"16935","380P5851Y700","95.S3806.W0A0E0Z","T05TM85G09-042B1IZ01","0","30.40 ","0.00 ",32.83,18,"0.2989 ","0.2979 ","0.2869 ","0.2590 "
"16936","S04P5852D100","95.S3004.W0A100Z","T05TM85X01-0W3C7JC04","0","15.65 ","0.00 ",28,10,"0.2982 ","0.2605 ","0.2966 ","0.2727 "
"16937","S06P5852KF00","95.S3006.W0A0B6Z","T05TM85X07-0W2C7JC02","0","21.25 ","0.00 ",25.17,11,"0.2752 ","0.2689 ","0.2856 ","0.2636 "
"16938","T40P5860VR00","95.T4014.W0B102Z","T05TM85006-021BJEL01","0","9.70 ","0.00 ",89.17,40,"0.2916 ","0.2737 ","0.2954 ","0.2682 "
"16939","T40P5851M700","95.T4014.Z0B011Z","T05TM85527-143CQH601","0","31.00 ","35.00 ",93,17,"0.3091 ","0.2828 ","0.2959 ","0.2623 "
"16940","T30P5861WU00","95.T3030.A0D10AZ","T05TM86330-163CZHH01","0","70.00 ","0.36 ",52.83,8,"0.3197 ","0.3150 ","0.2996 ","0.2926 "
"16941","T30P5862JM00","95.T3030.A0D009Z","T05TM86339-161BRLW01","0","16.85 ","5.55 ",64.83,11,"0.3282 ","0.4219 ","NULL","NULL"
"16942","T70P58108001","95.T7020.Z0C11BZ","T05TM81703-052D6GX02","0","14.70 ","31.20 ",85,21,"0.3236 ","0.2987 ","0.3173 ","0.2998 "
"16943","380P5813LZ00","95.S3806.W0A0B0Z","T05TM81609-0W3BECZ01","0","34.30 ","0.00 ",39.17,14,"0.3022 ","0.3080 ","0.2881 ","0.2662 "
"16944","401P58105Z00","95.T4014.A0B00CZ","T05TM81509-142CQI302","0","17.86 ","5.40 ",74.67,7,"0.2971 ","0.2724 ","NULL","NULL"
"16945","401P5810BY00","95.T4014.A0B00CZ","T05TM81509-142CQI302","0","17.86 ","5.40 ",84,13,"0.2963 ","0.2718 ","NULL","NULL"
"16946","401P5810BY00","95.T4014.A0B00CZ","T05TM81509-142CQI302","0","18.00 ","5.46 ",84,13,"0.2963 ","0.2718 ","NULL","NULL"
"16947","T70P57C2EX00","95.T7020.Z0C118Z","T05TM81701-013AIHH01","0","13.40 ","25.40 ",88.33,17,"0.3258 ","0.3015 ","0.3163 ","0.2993 "
"16948","T70P5810AN00","95.T7020.Z0C11BZ","T05TM7C720-052D6GX02","0","12.25 ","30.30 ",120.83,22,"0.3108 ","0.2765 ","0.3078 ","0.2851 "
"16949","T40P58105D00","95.T4014.W0A101Z","T05TM81506-023BJB701","0","7.10 ","0.00 ",60.83,22,"0.2776 ","0.2567 ","0.2838 ","0.2547 "
"16950","T40P5810KY00","95.T4014.Z0B011Z","T05TM81513-142CQC501","2","30.00 ","53.00 ",77.67,14,"0.2984 ","0.2836 ","0.2851 ","0.2629 "
"16951","T70P5810K000","95.T7020.A0C11FZ","T05TM81Q01-014D6GX01","0","43.80 ","0.72 ",103,9,"0.2721 ","0.2567 ","0.2682 ","0.2742 "
"16952","380P57C3M100","95.S3806.W0A0C8Z","T05TM7C626-0W3C7H301","0","32.35 ","0.00 ",35.67,11,"0.2950 ","0.2948 ","0.2873 ","0.2635 "
"16953","T30P57C2H300","95.T3030.A0C100Z","T05TM7C342-163BRIM01","0","66.00 ","0.82 ",80.33,18,"0.2881 ","0.2801 ","0.2609 ","0.2503 "
"16954","T30P5820YC00","95.T3030.Z0D01AZ","T05TM82316-163CUJV02","0","15.50 ","53.00 ",55.67,44,"0.2961 ","0.2915 ","0.2823 ","0.2539 "
"16955","C40P5810B200","95.T4014.W0B1B2Z","T05TM81525-143CQC501","0","12.68 ","0.00 ",84.5,22,"0.3110 ","0.3002 ","0.2900 ","0.2686 "
"16956","T30P5810QA00","95.T3030.Z0D117Z","T05TM81327-022D0GX01","0","17.20 ","31.30 ",79.17,29,"0.3001 ","0.2895 ","NULL","NULL"
"16957","T30P58210W00","95.T3030.A0D10AZ","T05TM82306-162CZHH01","0","72.00 ","0.32 ",52,15,"0.3193 ","0.3151 ","0.3006 ","0.2929 "
"16958","T70P5812YE00","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","0","12.40 ","30.10 ",119.17,37,"0.3111 ","0.2804 ","NULL","NULL"
"16959","380P5812F400","95.S3806.W0A0C8Z","T05TM81613-0W1C7JC02","0","27.77 ","0.00 ",41,10,"0.2942 ","0.2886 ","0.2879 ","0.2581 "
"16960","T40P58114800","95.T4014.W0B102Z","T05TM81524-023BJB501","0","8.13 ","0.00 ",94.5,21,"0.2798 ","0.2590 ","0.2891 ","0.2656 "
"16961","T70P5812B300","95.T7020.Z0C11BZ","T05TM81716-053D6GX01","0","12.00 ","22.90 ",141.83,16,"0.3121 ","0.2815 ","0.3073 ","0.2856 "
"16962","T70P5821T200","95.T7020.Z0C11BZ","T05TM82701-052D6GX01","0","12.40 ","30.10 ",145,15,"0.3115 ","0.2799 ","0.3053 ","0.2808 "
"16963","T30P5820BE01","95.T3030.Z0D01FZ","T05TM82311-162CDIP01","0","21.80 ","4.80 ",67.33,39,"0.3063 ","0.2986 ","NULL","NULL"
"16964","C40P58208P00","95.T4014.W0B1B2Z","T05TM82511-144CQGN01","0","12.00 ","0.00 ",90.17,7,"0.3064 ","0.2921 ","0.2891 ","0.2675 "
"16965","C40P58208W00","95.T4014.W0B1B2Z","T05TM82511-144CQGN01","0","12.00 ","0.00 ",96,19,"0.3014 ","0.2844 ","0.2889 ","0.2668 "
"16966","T30P5821FP00","95.T3030.A0D00FZ","T05TM82320-163BTII01","0","57.25 ","0.31 ",51.83,14,"0.3018 ","0.2667 ","0.2796 ","0.2495 "
"16967","T70P5822J600","95.T7030.Z0C104Z","T05TM82712-024AYGX02","0","9.10 ","39.80 ",159.33,11,"0.2982 ","0.2775 ","0.2821 ","0.2540 "
"16968","380P5830D500","95.S3806.W0A0C8Z","T05TM83605-0W3C7H301","0","30.60 ","0.00 ",38.17,22,"0.2949 ","0.2948 ","0.2860 ","0.2609 "
"16969","T70P58220R00","95.T7020.Z0C11BZ","T05TM82717-053D6GX01","0","12.50 ","23.20 ",144.67,27,"0.3107 ","0.2802 ","0.3056 ","0.2794 "
"16970","S06P5831QV00","95.S3806.W0A0E9Z","T05TM83623-052C7JC01","0","20.05 ","0.00 ",37.83,22,"0.2842 ","0.2818 ","0.2763 ","0.2479 "
"16971","T40P58319V00","95.T4014.W0B102Z","T05TM83515-023BJFU01","0","8.65 ","0.00 ",110.67,7,"0.2842 ","0.2673 ","0.2901 ","0.2663 "
"16972","T30P5831V100","95.T3030.W0D005Z","T05TM84301-163CZHH01","0","11.10 ","0.00 ",57.17,12,"0.2899 ","0.2775 ","0.2843 ","0.2594 "
